,gene_name,corr_x,corr_y,corr_z,corr_abssum
0,Xkr4,-0.02060217672795409,-0.11973587711154793,0.14516183046202621,0.28549988430152823
1,Gm1992,-0.015011578809275615,-0.10725193405246251,0.09173639698976421,0.21399990985150236
2,Gm19938,-0.016479279785821095,-0.12895585245431201,0.08094964206584392,0.22638477430597703
3,Gm37381,0.00031872054857130176,-0.010132030188496765,0.0010059913667817407,0.011456742103849806
4,Rp1,0.007987847972567387,0.03554896006390987,0.05088853956345201,0.09442534759992927
5,Sox17,0.0021588168223198316,0.02736080868025146,-0.0014103528579998983,0.030929978360571188
6,Gm37587,0.002525138574345056,-0.0011565119040063939,-0.009365802631082927,0.013047453109434377
7,Gm37323,0.02827203641205615,0.0063879236644129875,0.0032149008706820765,0.037874860947151215
8,Mrpl15,0.0343600295164787,-0.001291391093052128,0.17773468582221486,0.2133861064317457
9,Lypla1,0.02169303831204612,0.005166895708160704,0.1699456747194027,0.1968056087396095
10,Tcea1,-0.006899574641078217,-0.07208711320318116,0.1829536936974142,0.2619403815416736
11,Rgs20,0.010539579857689062,-0.07026750501260623,-0.15430029636621168,0.23510738123650698
12,Gm16041,0.016915776864695326,-0.022438182984483187,-0.051493860829839144,0.09084782067901766
13,Atp6v1h,-0.011844743022494815,-0.10883220081783135,0.18655576243894845,0.3072327062792746
14,Oprk1,-0.02623345440015128,-0.18542696189678826,0.06045474291013513,0.2721151592070747
15,Npbwr1,-0.04743523963611147,-0.09502773468984801,-0.0226148792857469,0.1650778536117064
16,Rb1cc1,-0.009745610668542402,-0.046333371757953185,0.21556323984099507,0.2716422222674907
17,4732440D04Rik,-0.002303084380367895,-0.13309198000411288,0.14606341607624818,0.28145848046072897
18,Alkal1,0.011221201853176228,0.04585868237990816,-0.08266347434296994,0.13974335857605433
19,St18,0.0004389016637939904,-0.055615294494419404,0.026660129060935952,0.08271432521914934
20,Pcmtd1,0.005465207196486794,0.022388157216872567,0.2543297193527816,0.28218308376614093
21,Gm26901,-0.0007720732576002487,0.03126083632878893,-0.04816940249109876,0.08020231207748793
22,Gm30414,0.012182554054229845,-0.0026658805352429795,-0.030888299167904244,0.045736733757377065
23,Sntg1,-0.00501790550294381,-0.009280625123577057,0.025499633214285566,0.039798163840806436
24,Rrs1,0.03171186586902428,0.005449048732354377,0.1546102181137253,0.19177113271510396
25,Adhfe1,0.011566895764409665,0.026941693445628617,0.07430399514421077,0.11281258435424904
26,2610203C22Rik,-0.008775892293281322,0.1441294827543406,-0.04743902523123465,0.20034440027885658
27,Vxn,0.006127152630059604,0.15818063956222428,0.00228041154158415,0.16658820373386804
28,Gm29520,0.003661112609774152,0.027903936640847622,-0.024057001854433723,0.0556220511050555
29,Mybl1,0.015387684448660687,0.10821049584426277,0.17419895340910835,0.2977971337020318
30,Vcpip1,0.005860563032952648,-0.019954866102469725,0.20644515896094032,0.23226058809636269
31,1700034P13Rik,0.016252665830732968,0.04361573426414344,0.15266236730170696,0.21253076739658336
32,Sgk3,0.026594930066898406,0.13610783267931365,-0.08947057646650733,0.25217333921271934
33,Mcmdc2,-0.010039398222417752,-0.13716337770593903,0.017142006725875056,0.16434478265423186
34,Snhg6,-0.009427348713482539,-0.07174910346112677,-0.1252247292439436,0.2064011814185529
35,Tcf24,-0.0011059096748810824,-0.019280186625451015,0.005050508642986309,0.025436604943318408
36,Ppp1r42,-0.011113123860988457,-0.061170328695687545,-0.04033326859487244,0.11261672115154844
37,Gm15818,0.019356445244553405,-0.00931868994571508,-0.004381832703475102,0.033056967893743586
38,Cops5,-0.012558186204467818,-0.1606278635078692,0.13294212529859836,0.30612817501093537
39,Cspp1,0.0004045864552737804,-0.10885382440019327,0.18027714231104577,0.2895355531665128
40,Arfgef1,0.011916636399074691,-0.08993679827819576,0.11366118471820569,0.21551461939547614
